crop,health_status,n,p,k,ph,soil_moisture
Cotton,pH Stress,110.14,55.59,58.8,5.07,81.53
Maize,Phosphorus Deficiency,113.84,14.34,76.95,6.56,63.95
Rice,Optimal Health,74.61,55.13,78.74,6.58,80.44
Cotton,pH Stress,74.3,56.57,64.67,4.89,75.91
Rice,Nitrogen Deficiency,28.21,42.14,77.37,7.27,77.07
Sugarcane,Nitrogen Deficiency,21.54,50.88,75.49,6.05,78.87
Maize,Optimal Health,110.73,59.0,56.72,7.21,71.83
Sugarcane,pH Stress,90.48,44.3,66.59,5.4,64.49
Sugarcane,Optimal Health,70.7,46.67,71.93,7.48,73.95
Maize,Phosphorus Deficiency,105.02,10.65,75.46,6.16,82.43
Sugarcane,Optimal Health,89.7,52.81,70.47,6.06,68.2
Maize,Phosphorus Deficiency,71.91,23.45,57.89,6.37,69.69
Maize,Phosphorus Deficiency,81.09,18.8,54.73,7.33,75.56
Rice,pH Stress,118.1,41.49,61.23,4.76,74.65
Wheat,Phosphorus Deficiency,98.22,10.28,56.95,6.12,68.99
Wheat,Nitrogen Deficiency,26.82,59.86,68.81,6.25,84.24
Wheat,Phosphorus Deficiency,105.46,11.57,53.12,6.51,77.59
Maize,Nitrogen Deficiency,27.89,51.96,70.55,7.42,69.66
Cotton,Potassium Toxicity,117.1,36.0,179.88,7.13,67.35
Cotton,Potassium Toxicity,113.7,52.83,157.19,6.76,75.65
Sugarcane,Optimal Health,108.5,57.32,76.87,6.99,71.5
Rice,Nitrogen Deficiency,11.9,49.51,73.96,7.37,62.11
Maize,Optimal Health,86.39,36.13,63.13,6.17,61.87
Sugarcane,Potassium Toxicity,74.48,49.8,192.89,6.33,64.46
Maize,Phosphorus Deficiency,104.83,20.05,67.93,6.85,72.62
Sugarcane,Phosphorus Deficiency,75.26,13.07,67.56,6.15,63.3
Wheat,pH Stress,87.19,51.21,58.79,4.6,65.61
Cotton,Potassium Toxicity,100.29,36.64,239.99,6.08,68.42
Sugarcane,Optimal Health,87.2,35.7,58.34,6.31,74.12
Cotton,Optimal Health,114.73,55.77,74.19,7.34,84.64
Cotton,Nitrogen Deficiency,23.8,40.42,78.11,6.95,64.39
Rice,pH Stress,70.84,36.49,70.26,4.32,82.24
Wheat,Phosphorus Deficiency,113.06,10.83,79.88,7.5,75.08
Rice,Nitrogen Deficiency,24.24,43.09,74.46,6.44,83.39
Maize,Potassium Toxicity,115.76,42.65,228.2,6.79,72.71
Wheat,pH Stress,88.35,42.01,68.55,4.53,69.29
Wheat,Nitrogen Deficiency,20.81,36.41,51.71,6.14,68.12
Sugarcane,Phosphorus Deficiency,81.38,10.51,61.39,7.12,64.39
Sugarcane,Optimal Health,86.66,44.91,55.86,6.44,65.59
Sugarcane,Phosphorus Deficiency,84.08,21.89,50.13,6.19,61.31
Cotton,Potassium Toxicity,74.56,51.58,235.04,7.47,64.72
Cotton,Potassium Toxicity,95.97,47.09,234.57,6.29,77.68
Maize,Optimal Health,90.31,37.63,54.33,6.39,68.7
Sugarcane,Phosphorus Deficiency,110.91,21.3,65.86,6.72,67.16
Cotton,pH Stress,91.5,46.81,78.25,5.25,81.99
Cotton,Potassium Toxicity,90.66,54.4,230.77,7.4,83.88
Maize,pH Stress,111.21,59.21,59.21,4.42,75.93
Wheat,Phosphorus Deficiency,91.62,12.39,65.5,7.12,82.75
Cotton,pH Stress,118.21,55.32,75.23,5.22,80.58
Wheat,pH Stress,93.68,41.96,67.22,4.08,84.7
Maize,Potassium Toxicity,87.73,41.8,191.4,7.27,68.51
Rice,Optimal Health,96.42,49.88,62.37,7.4,82.77
Cotton,Phosphorus Deficiency,81.56,16.91,78.96,6.45,84.68
Wheat,pH Stress,106.83,59.79,51.07,4.1,69.22
Maize,Optimal Health,76.58,35.99,61.64,7.29,78.99
Wheat,Potassium Toxicity,105.76,41.68,193.26,7.49,77.52
Cotton,Optimal Health,93.12,50.2,76.0,7.4,76.82
Sugarcane,Optimal Health,82.81,58.2,66.83,6.28,63.81
Sugarcane,pH Stress,87.51,41.03,74.0,4.93,60.48
Cotton,Nitrogen Deficiency,25.93,48.44,59.26,7.1,63.75
Maize,Phosphorus Deficiency,76.6,17.51,69.75,6.84,84.0
Rice,Nitrogen Deficiency,17.4,41.56,58.95,7.27,78.25
Sugarcane,Potassium Toxicity,105.33,46.1,207.38,7.28,74.08
Cotton,Nitrogen Deficiency,22.6,42.93,63.66,6.59,75.11
Maize,Phosphorus Deficiency,93.58,19.06,62.19,6.23,76.38
Cotton,Phosphorus Deficiency,79.42,23.77,50.63,6.85,73.37
Sugarcane,Optimal Health,109.4,46.45,54.22,6.29,82.33
Sugarcane,Nitrogen Deficiency,12.85,40.2,55.33,7.02,65.33
Cotton,Nitrogen Deficiency,27.0,40.94,51.21,7.21,64.96
Sugarcane,Optimal Health,114.12,57.83,70.7,6.97,71.92
Sugarcane,Nitrogen Deficiency,15.33,36.9,73.37,6.58,72.9
Rice,pH Stress,98.75,42.57,57.44,5.3,63.06
Sugarcane,Nitrogen Deficiency,27.67,55.74,62.74,6.47,63.0
Wheat,Phosphorus Deficiency,87.94,12.91,50.69,6.5,82.55
Wheat,Potassium Toxicity,71.21,41.42,190.14,6.6,84.21
Rice,Phosphorus Deficiency,73.61,19.09,78.27,6.49,82.1
Rice,Potassium Toxicity,73.86,39.93,206.16,6.57,73.74
Rice,Optimal Health,117.36,38.52,76.71,7.44,75.35
Wheat,Phosphorus Deficiency,98.77,10.67,54.47,7.14,83.08
Rice,Potassium Toxicity,99.53,49.04,228.05,7.38,73.58
Wheat,pH Stress,95.91,56.4,55.62,4.18,68.88
Maize,Nitrogen Deficiency,28.43,39.9,50.61,7.4,82.82
Sugarcane,pH Stress,72.83,59.51,55.56,4.59,68.77
Cotton,Potassium Toxicity,79.73,59.07,237.12,6.48,80.97
Sugarcane,Potassium Toxicity,88.85,44.53,231.66,6.49,76.16
Sugarcane,pH Stress,113.71,52.27,79.57,4.27,71.25
Wheat,Optimal Health,91.95,35.36,77.46,6.02,71.9
Cotton,Potassium Toxicity,78.08,44.05,167.08,6.52,71.29
Wheat,Optimal Health,86.14,55.21,77.86,7.41,64.49
Maize,Phosphorus Deficiency,80.18,24.8,72.6,7.4,60.62
Sugarcane,Nitrogen Deficiency,23.03,40.14,54.56,6.82,71.12
Maize,Nitrogen Deficiency,19.0,37.99,56.16,6.58,83.3
Rice,Potassium Toxicity,101.39,56.68,174.74,6.72,78.11
Sugarcane,pH Stress,70.81,52.47,64.9,4.09,63.2
Sugarcane,pH Stress,119.16,40.77,69.51,4.56,72.78
Wheat,pH Stress,79.47,42.75,64.7,5.07,65.56
Rice,Phosphorus Deficiency,92.83,18.03,75.97,7.27,67.26
Cotton,pH Stress,102.6,35.26,51.06,4.38,83.84
Wheat,Potassium Toxicity,118.32,47.92,222.33,6.97,60.55
Sugarcane,Nitrogen Deficiency,15.88,48.89,79.57,6.86,75.61
Wheat,Optimal Health,103.48,37.29,70.54,7.02,67.86
Rice,Nitrogen Deficiency,22.13,48.96,64.29,6.14,72.85
Rice,Optimal Health,76.31,37.77,51.62,6.32,63.32
Maize,pH Stress,108.41,37.66,74.46,4.62,76.52
Wheat,Nitrogen Deficiency,21.51,37.59,51.45,6.3,84.29
Wheat,Optimal Health,106.34,49.91,62.46,6.93,78.17
Wheat,Potassium Toxicity,74.62,52.2,207.72,6.05,82.02
Wheat,Nitrogen Deficiency,16.05,41.63,73.53,6.2,71.44
Rice,pH Stress,103.43,45.41,69.71,4.28,69.09
Sugarcane,Potassium Toxicity,83.99,54.75,169.74,6.93,63.78
Maize,Potassium Toxicity,116.04,40.97,243.36,6.34,64.75
Cotton,Phosphorus Deficiency,73.52,20.46,51.73,6.71,75.4
Maize,Optimal Health,86.95,40.71,52.17,6.57,81.18
Rice,Optimal Health,110.86,44.05,70.16,7.26,61.39
Sugarcane,Phosphorus Deficiency,109.6,13.3,73.17,7.34,81.24
Wheat,Nitrogen Deficiency,26.32,46.61,61.15,7.47,65.43
Rice,Optimal Health,114.16,57.52,51.43,6.69,66.75
Wheat,Nitrogen Deficiency,24.94,37.32,65.12,6.8,71.08
Maize,pH Stress,109.89,38.27,50.1,5.43,72.62
Wheat,Phosphorus Deficiency,103.2,11.57,64.8,6.93,60.12
Cotton,Potassium Toxicity,89.21,48.17,184.79,7.22,72.81
Cotton,Phosphorus Deficiency,101.87,18.21,72.59,6.23,73.07
Rice,pH Stress,108.9,47.81,56.91,4.26,63.2
Maize,pH Stress,71.32,54.78,59.94,4.93,65.06
Maize,Potassium Toxicity,92.2,47.46,214.73,6.33,69.26
Cotton,Optimal Health,102.49,35.49,52.24,6.37,63.35
Sugarcane,pH Stress,114.58,58.55,75.04,4.45,81.21
Wheat,pH Stress,78.09,57.58,76.53,4.28,67.58
Rice,Optimal Health,112.17,55.46,74.43,6.62,77.58
Rice,Potassium Toxicity,114.68,50.69,174.89,6.25,83.22
Wheat,pH Stress,71.05,39.8,75.6,4.99,77.09
Cotton,Nitrogen Deficiency,20.23,42.54,58.53,7.49,64.94
Sugarcane,pH Stress,110.97,41.53,66.23,5.16,66.34
Wheat,pH Stress,70.91,35.14,58.12,4.35,60.13
Cotton,Phosphorus Deficiency,98.47,11.31,68.55,7.1,71.17
Maize,pH Stress,112.12,54.41,73.04,4.15,80.41
Maize,Potassium Toxicity,108.1,40.03,208.43,6.41,75.73
Sugarcane,pH Stress,95.2,45.46,70.99,5.15,77.95
Cotton,Potassium Toxicity,71.89,36.9,216.68,6.46,84.29
Cotton,Nitrogen Deficiency,21.53,40.95,62.12,7.1,73.4
Maize,Nitrogen Deficiency,16.75,39.54,56.58,6.31,79.84
Rice,Potassium Toxicity,112.67,55.39,202.37,6.79,78.34
Rice,Phosphorus Deficiency,84.27,13.69,51.43,7.01,71.41
Maize,pH Stress,78.97,55.07,60.25,4.11,73.95
Wheat,Phosphorus Deficiency,89.93,10.41,62.79,6.24,81.07
Wheat,Potassium Toxicity,112.33,45.03,159.13,6.71,71.65
Wheat,Nitrogen Deficiency,24.33,38.19,66.7,7.44,75.4
Sugarcane,Nitrogen Deficiency,14.65,46.75,66.18,6.05,76.56
Rice,Potassium Toxicity,89.09,36.86,225.31,6.18,81.29
Wheat,Potassium Toxicity,96.48,39.31,167.43,6.71,71.78
Sugarcane,pH Stress,81.68,36.94,63.62,5.21,63.07
Cotton,pH Stress,100.87,44.35,79.12,4.22,68.96
Wheat,Optimal Health,96.42,42.31,59.76,6.54,75.39
Rice,Potassium Toxicity,88.91,35.71,196.35,6.61,71.84
Wheat,Nitrogen Deficiency,17.24,35.01,79.45,6.87,68.37
Rice,Phosphorus Deficiency,90.89,24.36,52.76,7.13,63.04
Wheat,pH Stress,119.7,54.88,54.14,5.47,72.18
Cotton,Phosphorus Deficiency,105.05,11.51,74.5,6.43,69.87
Wheat,pH Stress,83.23,47.92,79.65,4.22,64.24
Rice,pH Stress,75.97,52.7,66.82,4.65,83.55
Maize,pH Stress,109.05,40.07,60.02,5.02,65.82
Sugarcane,Phosphorus Deficiency,94.81,11.13,56.48,6.39,69.27
Maize,Phosphorus Deficiency,118.06,20.38,54.67,6.35,76.43
Sugarcane,Phosphorus Deficiency,74.95,11.89,78.9,6.37,80.0
Maize,Phosphorus Deficiency,110.2,23.84,75.35,6.79,68.76
Rice,Optimal Health,103.48,35.51,70.77,6.34,70.7
Cotton,Potassium Toxicity,90.54,35.14,175.88,6.82,66.39
Maize,Phosphorus Deficiency,94.27,19.23,52.63,7.44,77.81
Cotton,pH Stress,109.81,57.74,73.76,4.93,79.38
Sugarcane,pH Stress,99.04,46.2,64.98,5.45,70.12
Cotton,Phosphorus Deficiency,86.16,23.93,50.18,6.78,80.38
Wheat,pH Stress,78.9,57.19,51.9,4.17,77.87
Rice,Nitrogen Deficiency,13.54,57.49,51.68,6.04,80.91
Rice,pH Stress,75.58,40.49,69.24,4.15,72.82
Cotton,pH Stress,95.51,58.53,72.28,4.69,70.74
Cotton,Phosphorus Deficiency,71.62,20.45,74.12,6.06,76.7
Wheat,Nitrogen Deficiency,27.55,54.33,59.86,6.94,80.66
Maize,Optimal Health,81.42,37.34,52.66,6.78,81.44
Rice,Optimal Health,95.9,53.4,69.03,6.1,81.1
Cotton,Potassium Toxicity,83.43,44.83,192.15,6.78,78.31
Wheat,pH Stress,86.24,57.25,57.98,5.07,76.05
Cotton,Potassium Toxicity,97.27,45.85,213.68,6.08,80.33
Rice,Nitrogen Deficiency,27.42,49.11,56.74,6.09,65.17
Maize,Phosphorus Deficiency,116.47,23.93,78.73,6.27,64.65
Rice,Phosphorus Deficiency,114.11,21.34,59.99,6.15,78.74
Cotton,Optimal Health,94.53,59.23,70.99,7.2,83.69
Wheat,pH Stress,72.51,35.2,67.5,4.84,76.24
Sugarcane,Phosphorus Deficiency,114.94,12.33,55.18,6.58,79.42
Rice,Nitrogen Deficiency,16.74,47.96,67.99,6.43,78.07
Maize,Nitrogen Deficiency,28.32,59.88,74.21,7.37,62.88
Wheat,Potassium Toxicity,92.69,43.37,210.31,6.02,64.26
Rice,Phosphorus Deficiency,92.01,13.23,70.39,6.32,80.33
Cotton,pH Stress,96.14,49.79,78.46,5.43,61.09
Rice,Potassium Toxicity,100.51,40.86,193.18,6.01,71.67
Rice,Nitrogen Deficiency,15.82,56.16,79.85,6.88,84.54
Cotton,Optimal Health,85.38,49.45,69.57,6.92,62.04
Wheat,pH Stress,115.37,46.7,67.88,4.31,60.36
Rice,Nitrogen Deficiency,24.69,59.48,78.06,6.87,62.74
Rice,pH Stress,111.48,58.82,52.15,5.18,67.08
Cotton,pH Stress,87.59,58.06,67.05,4.45,61.1
Sugarcane,pH Stress,100.14,42.76,62.98,4.81,76.96
Wheat,Nitrogen Deficiency,18.28,51.24,63.5,6.76,72.95
Maize,pH Stress,102.87,56.32,74.85,5.44,78.37
Maize,pH Stress,115.32,58.95,59.03,4.12,69.13
Cotton,Nitrogen Deficiency,17.74,45.5,61.8,6.76,84.94
Sugarcane,Nitrogen Deficiency,17.62,56.11,71.96,6.33,76.69
Cotton,Optimal Health,112.14,58.44,50.71,6.19,81.9
Sugarcane,Nitrogen Deficiency,18.86,35.61,68.06,6.36,73.22
Maize,Optimal Health,98.05,49.39,55.8,7.18,73.59
Sugarcane,Potassium Toxicity,115.15,56.69,171.87,6.38,83.57
Sugarcane,Phosphorus Deficiency,106.63,11.1,59.61,6.33,76.15
Cotton,Potassium Toxicity,88.28,37.61,165.26,6.02,74.21
Maize,Nitrogen Deficiency,23.0,48.35,52.19,6.56,77.04
Maize,Optimal Health,116.56,51.52,56.67,6.51,77.58
Wheat,pH Stress,117.48,45.23,75.66,4.02,83.42
Maize,pH Stress,110.36,43.82,60.39,5.31,78.91
Sugarcane,Potassium Toxicity,103.35,41.55,230.35,7.49,69.13
Sugarcane,Nitrogen Deficiency,14.27,57.27,69.1,7.03,84.09
Sugarcane,Phosphorus Deficiency,83.37,24.65,53.8,6.64,60.23
Maize,pH Stress,104.25,42.95,65.61,4.05,78.28
Rice,Optimal Health,108.05,49.81,55.92,6.77,66.77
Cotton,Phosphorus Deficiency,82.26,14.58,50.85,7.21,81.05
Sugarcane,Optimal Health,112.07,53.44,61.41,6.77,62.11
Maize,Nitrogen Deficiency,15.12,49.51,55.7,7.14,61.73
Maize,Nitrogen Deficiency,11.13,44.08,68.04,7.49,78.84
Wheat,Nitrogen Deficiency,10.54,44.32,51.24,6.83,79.57
Sugarcane,Nitrogen Deficiency,21.8,58.38,59.16,6.81,63.11
Cotton,Nitrogen Deficiency,17.07,50.77,74.06,6.94,83.91
Sugarcane,Nitrogen Deficiency,17.84,48.08,57.81,6.52,72.25
Cotton,Nitrogen Deficiency,26.92,39.94,73.62,7.09,83.75
Sugarcane,Optimal Health,95.9,53.1,79.15,6.33,67.11
Cotton,Optimal Health,113.15,45.25,62.02,6.21,60.14
Cotton,Nitrogen Deficiency,26.07,49.55,60.83,6.5,77.88
Sugarcane,Phosphorus Deficiency,91.89,21.62,62.31,6.31,80.54
Rice,Nitrogen Deficiency,14.91,49.06,54.84,7.15,60.88
Rice,Optimal Health,116.81,47.9,63.63,6.01,74.17
Maize,Nitrogen Deficiency,27.86,55.54,52.28,6.89,71.96
Sugarcane,Potassium Toxicity,97.43,45.98,187.61,6.28,81.0
Cotton,Nitrogen Deficiency,24.18,37.25,70.85,6.63,62.16
Maize,pH Stress,103.47,46.96,67.07,4.9,84.66
Cotton,Optimal Health,115.14,45.64,53.15,7.45,72.18
Sugarcane,Nitrogen Deficiency,11.1,38.58,61.33,7.22,69.68
Sugarcane,Potassium Toxicity,94.77,54.51,216.35,6.26,79.72
Maize,Optimal Health,78.84,37.88,54.79,6.3,73.14
Maize,Nitrogen Deficiency,29.78,44.31,68.59,6.98,66.1
Sugarcane,Phosphorus Deficiency,92.6,12.46,57.68,7.08,67.61
Cotton,Phosphorus Deficiency,116.68,14.6,63.64,7.01,68.75
Cotton,pH Stress,108.98,57.14,68.43,4.24,67.43
Rice,Nitrogen Deficiency,17.48,51.25,60.05,6.81,64.86
Maize,Potassium Toxicity,86.64,49.53,242.83,6.08,82.37
Wheat,pH Stress,92.32,52.4,58.49,4.47,63.52
Rice,Phosphorus Deficiency,89.95,19.73,61.65,7.0,75.72
Cotton,Phosphorus Deficiency,105.09,12.21,66.69,6.24,76.04
Rice,pH Stress,86.64,54.36,54.63,4.68,66.68
Sugarcane,Potassium Toxicity,77.93,49.98,212.18,6.34,76.32
Rice,Phosphorus Deficiency,107.07,22.93,51.88,6.03,61.42
Cotton,pH Stress,94.97,57.26,66.42,5.04,70.09
Wheat,Optimal Health,111.94,40.9,65.36,6.32,83.89
Sugarcane,Optimal Health,107.18,52.98,62.01,6.66,76.17
Wheat,Optimal Health,98.69,42.51,63.59,6.41,74.44
Rice,pH Stress,114.91,35.79,52.49,4.85,80.83
Maize,pH Stress,101.26,39.46,65.94,4.27,66.42
Maize,Optimal Health,100.38,40.34,69.34,6.23,81.22
Rice,Potassium Toxicity,90.38,48.65,165.54,6.73,82.69
Sugarcane,Optimal Health,90.48,57.47,66.56,7.48,76.56
Sugarcane,Phosphorus Deficiency,96.38,15.63,72.74,7.39,73.26
Maize,Optimal Health,110.66,42.46,77.47,6.07,67.99
Sugarcane,Nitrogen Deficiency,12.48,36.85,69.68,7.15,68.78
Cotton,Nitrogen Deficiency,11.09,42.46,65.79,7.22,61.21
Rice,Phosphorus Deficiency,82.83,13.8,62.95,7.06,64.18
Sugarcane,Phosphorus Deficiency,72.49,17.78,50.79,6.22,73.9
Sugarcane,Phosphorus Deficiency,97.85,13.92,57.72,7.08,68.75
Maize,pH Stress,109.25,41.66,79.42,4.2,64.78
Wheat,Optimal Health,101.12,58.1,75.73,6.81,66.39
Cotton,Optimal Health,114.82,49.09,65.62,7.15,62.46
Cotton,Potassium Toxicity,107.37,55.81,184.0,7.41,74.14
Cotton,Nitrogen Deficiency,11.5,55.95,75.14,6.08,68.18
Cotton,Potassium Toxicity,71.72,46.66,217.08,6.89,72.5
Cotton,Phosphorus Deficiency,110.95,20.71,73.71,7.12,66.81
Sugarcane,Nitrogen Deficiency,22.05,54.94,64.87,7.35,79.84
Wheat,Optimal Health,76.3,49.13,65.27,6.56,65.48
Wheat,Nitrogen Deficiency,21.94,46.2,64.09,7.46,72.18
Rice,Potassium Toxicity,78.98,35.07,224.61,6.63,62.5
Wheat,Optimal Health,116.47,58.31,65.91,7.33,81.48
Sugarcane,Potassium Toxicity,82.68,37.98,236.11,6.56,80.57
Wheat,Optimal Health,109.62,54.49,70.29,6.74,62.55
Wheat,Optimal Health,115.93,50.25,69.09,6.58,60.72
Cotton,Nitrogen Deficiency,20.2,46.13,71.93,6.91,72.84
Wheat,Phosphorus Deficiency,109.84,19.04,77.75,7.34,70.13
Cotton,Nitrogen Deficiency,23.87,37.65,69.7,6.93,76.79
Cotton,Nitrogen Deficiency,19.08,35.96,59.19,7.21,73.23
Cotton,Potassium Toxicity,119.63,47.53,208.29,6.06,64.94
Sugarcane,Potassium Toxicity,115.91,54.6,225.93,7.37,65.34
Cotton,Potassium Toxicity,92.42,46.68,188.03,6.93,84.44
Maize,pH Stress,101.73,44.11,66.62,4.2,64.99
Sugarcane,Nitrogen Deficiency,27.07,50.13,70.78,7.42,81.56
Wheat,Phosphorus Deficiency,72.12,24.53,74.17,6.81,81.81
Cotton,Nitrogen Deficiency,28.05,40.11,68.04,6.83,78.84
Cotton,Nitrogen Deficiency,12.74,43.48,73.7,7.21,70.46
Wheat,Potassium Toxicity,88.53,45.55,208.35,7.42,71.35
Wheat,Nitrogen Deficiency,17.38,51.74,64.7,6.43,71.95
Wheat,pH Stress,78.05,52.9,61.22,5.1,76.37
Cotton,pH Stress,86.27,36.59,51.21,4.26,72.36
Wheat,Nitrogen Deficiency,13.42,55.87,59.8,7.34,61.02
Wheat,pH Stress,76.95,36.06,62.01,5.46,75.14
Rice,Nitrogen Deficiency,28.42,46.09,53.16,6.32,74.94
Maize,pH Stress,73.77,57.21,78.29,4.71,71.28
Sugarcane,pH Stress,93.65,46.5,68.91,4.0,73.87
Cotton,pH Stress,88.21,47.02,71.42,5.5,64.29
Maize,pH Stress,108.15,49.89,75.64,4.8,62.58
Cotton,pH Stress,105.5,36.27,57.03,4.92,61.19
Wheat,Phosphorus Deficiency,99.92,15.8,63.53,6.48,79.71
Sugarcane,Optimal Health,104.54,53.88,50.6,6.63,75.24
Maize,Potassium Toxicity,81.13,43.1,151.85,6.83,69.8
Sugarcane,Optimal Health,110.0,57.08,54.65,6.0,62.06
Maize,Nitrogen Deficiency,24.23,35.15,61.69,7.41,84.45
Sugarcane,pH Stress,92.09,43.73,52.12,4.52,75.53
Rice,Optimal Health,72.29,38.91,58.96,7.14,78.47
Cotton,Phosphorus Deficiency,87.47,12.68,61.5,7.43,69.32
Maize,pH Stress,70.36,52.35,69.68,4.62,64.49
Cotton,Potassium Toxicity,104.46,45.69,227.44,7.31,74.14
Sugarcane,Nitrogen Deficiency,16.59,36.75,62.84,7.32,80.57
Cotton,Nitrogen Deficiency,12.5,50.72,71.69,7.15,81.39
Sugarcane,Potassium Toxicity,71.32,54.14,239.67,6.66,62.74
Sugarcane,Phosphorus Deficiency,81.15,12.31,77.84,6.14,68.78
Maize,pH Stress,73.43,53.17,57.16,4.36,84.62
Maize,Nitrogen Deficiency,12.71,53.41,51.68,6.94,77.45
Maize,Nitrogen Deficiency,12.15,41.26,57.89,6.38,75.53
Wheat,Optimal Health,85.58,38.9,67.13,6.79,76.16
Cotton,Phosphorus Deficiency,80.93,15.67,64.65,6.14,69.8
Cotton,Optimal Health,110.09,46.73,70.48,6.32,68.32
Wheat,Potassium Toxicity,75.88,42.35,164.91,6.64,65.5
Wheat,Nitrogen Deficiency,18.89,38.01,59.57,6.03,63.55
Wheat,Phosphorus Deficiency,92.63,14.68,52.91,6.9,76.3
Rice,Phosphorus Deficiency,111.27,23.91,79.55,6.59,70.38
Sugarcane,Potassium Toxicity,95.94,35.24,179.93,7.11,64.89
Maize,Potassium Toxicity,75.42,57.63,213.25,6.16,83.29
Maize,pH Stress,94.95,59.12,62.83,4.02,61.8
Rice,Phosphorus Deficiency,87.68,23.96,62.78,7.23,64.57
Sugarcane,Potassium Toxicity,113.22,36.09,150.95,7.24,73.02
Cotton,Phosphorus Deficiency,98.07,10.91,55.69,6.83,65.91
Maize,Optimal Health,71.81,50.75,57.6,6.09,80.53
Wheat,pH Stress,82.72,59.05,74.56,5.31,77.1
Sugarcane,Nitrogen Deficiency,12.68,54.82,72.65,6.4,65.84
Maize,Phosphorus Deficiency,108.08,10.45,55.18,6.51,83.46
Sugarcane,Phosphorus Deficiency,76.44,24.47,52.98,7.14,64.42
Cotton,pH Stress,90.44,36.47,71.59,4.61,84.87
Wheat,Optimal Health,93.53,57.63,67.23,7.46,64.86
Rice,Potassium Toxicity,98.23,43.0,203.62,6.22,70.47
Maize,pH Stress,72.36,40.13,62.1,4.29,70.91
Cotton,Phosphorus Deficiency,116.94,20.85,52.38,6.32,72.04
Rice,Phosphorus Deficiency,114.39,15.53,77.41,6.48,76.81
Cotton,pH Stress,85.14,35.74,55.11,5.39,71.44
Maize,Optimal Health,105.27,40.45,71.53,6.99,71.56
Sugarcane,Optimal Health,70.25,38.39,68.39,6.54,82.37
Maize,pH Stress,98.68,35.28,54.34,5.26,79.78
Wheat,Potassium Toxicity,109.29,41.12,245.44,6.18,60.56
Wheat,Nitrogen Deficiency,17.2,35.46,60.86,6.16,62.53
Maize,Phosphorus Deficiency,87.69,13.38,78.25,7.05,67.01
Wheat,pH Stress,114.51,49.28,77.8,4.6,70.3
Wheat,Nitrogen Deficiency,19.27,52.13,62.62,6.43,67.16
Rice,Phosphorus Deficiency,114.62,24.17,68.83,6.78,67.87
Rice,pH Stress,76.61,37.16,72.99,4.12,71.08
Sugarcane,Potassium Toxicity,70.29,52.5,211.55,6.0,81.58
Maize,Optimal Health,109.63,39.57,71.89,7.42,73.4
Maize,Optimal Health,90.17,56.43,62.29,7.02,61.55
Cotton,Optimal Health,80.74,39.71,59.97,6.51,70.87
Rice,Nitrogen Deficiency,19.34,44.83,50.22,6.63,82.14
Cotton,Phosphorus Deficiency,118.9,20.17,72.04,7.4,77.8
Sugarcane,Optimal Health,86.67,46.3,68.23,6.73,65.01
Rice,Potassium Toxicity,88.35,48.81,190.14,7.46,84.18
Cotton,Potassium Toxicity,77.09,53.24,200.81,6.4,79.99
Wheat,Potassium Toxicity,74.36,44.9,240.96,7.06,74.72
Sugarcane,Phosphorus Deficiency,85.06,18.47,60.47,6.1,63.92
Wheat,Nitrogen Deficiency,17.65,47.79,71.49,6.21,64.9
Wheat,Potassium Toxicity,76.53,55.5,180.41,6.99,71.97
Sugarcane,Phosphorus Deficiency,95.61,14.03,73.28,6.71,63.84
Maize,Phosphorus Deficiency,81.0,20.49,59.23,6.29,75.56
Sugarcane,Phosphorus Deficiency,104.97,13.72,61.56,7.19,74.12
Wheat,Optimal Health,97.01,52.46,61.45,6.95,81.1
Rice,pH Stress,104.68,52.44,77.54,5.32,62.73
Rice,Optimal Health,87.53,39.39,73.26,7.37,68.35
Sugarcane,Optimal Health,113.37,57.41,76.12,6.42,68.44
Rice,Potassium Toxicity,74.37,46.98,241.66,6.43,73.03
Maize,Potassium Toxicity,76.87,42.88,180.48,7.07,61.15
Wheat,Potassium Toxicity,90.55,46.34,207.36,7.33,81.77
Cotton,pH Stress,104.23,52.29,61.6,5.37,62.69
Cotton,Phosphorus Deficiency,118.78,13.76,77.53,6.32,70.49
Maize,Nitrogen Deficiency,14.32,42.83,55.38,6.74,64.95
Wheat,Nitrogen Deficiency,15.47,52.21,75.95,6.6,78.68
Maize,Nitrogen Deficiency,27.73,38.54,58.96,6.31,61.26
Maize,Phosphorus Deficiency,109.46,12.45,73.77,7.23,65.6
Sugarcane,Nitrogen Deficiency,15.15,43.65,78.02,6.81,73.81
Cotton,Nitrogen Deficiency,12.39,50.25,69.46,6.82,62.64
Cotton,Nitrogen Deficiency,19.33,53.23,62.02,6.83,70.39
Cotton,Phosphorus Deficiency,70.04,21.75,62.11,6.88,75.73
Rice,pH Stress,93.62,37.62,68.78,4.67,70.31
Cotton,Nitrogen Deficiency,20.99,38.42,75.43,6.5,69.19
Cotton,pH Stress,73.4,54.89,53.99,5.35,70.53
Sugarcane,Optimal Health,94.64,38.67,51.89,6.63,74.67
Rice,Potassium Toxicity,110.65,36.29,170.33,6.61,66.41
Rice,Potassium Toxicity,110.89,52.13,179.26,6.47,72.5
Maize,Nitrogen Deficiency,10.55,41.25,64.34,6.31,65.93
Maize,pH Stress,106.67,43.83,77.08,4.16,72.8
Wheat,pH Stress,84.92,37.16,70.82,5.31,68.57
